项目链接,项目名称,高亮词,gitcode_repo
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,ERNIE-4.5-VL,6182694
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,A3B系列,6182694
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,Multimodal-Heterogeneous-MoE,6182694
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,Image-Text-to-Text,6182694
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,baidu/ERNIE-4.5-VL-28B-A3B-Base-Paddle,PaddlePaddle权重,6182694
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-28B-A3B-Base-PT,baidu/ERNIE-4.5-VL-28B-A3B-Base-PT,多模态异构MoE,6184876
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-28B-A3B-Base-PT,baidu/ERNIE-4.5-VL-28B-A3B-Base-PT,模态专项后训练,6184876
https://ai.gitcode.com/hf_mirrors/THUDM/androidgen-glm-4-9b,THUDM/androidgen-glm-4-9b,AndroidGen,7052233
https://ai.gitcode.com/hf_mirrors/THUDM/androidgen-glm-4-9b,THUDM/androidgen-glm-4-9b,Android智能体,7052233
https://ai.gitcode.com/hf_mirrors/THUDM/androidgen-glm-4-9b,THUDM/androidgen-glm-4-9b,无标注任务执行,7052233
https://ai.gitcode.com/hf_mirrors/THUDM/androidgen-glm-4-9b,THUDM/androidgen-glm-4-9b,AI手机助手,7052233
https://ai.gitcode.com/hf_mirrors/THUDM/androidgen-glm-4-9b,THUDM/androidgen-glm-4-9b,数据稀缺训练,7052233
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-300B-A47B-PT,baidu/ERNIE-4.5-300B-A47B-PT,300B参数,6184865
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-300B-A47B-PT,baidu/ERNIE-4.5-300B-A47B-PT,图文理解,6184865
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-300B-A47B-PT,baidu/ERNIE-4.5-300B-A47B-PT,A47B系列,6184865
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-300B-A47B-PT,baidu/ERNIE-4.5-300B-A47B-PT,PT权重,6184865
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-424B-A47B-Paddle,baidu/ERNIE-4.5-VL-424B-A47B-Paddle,424B参数,6182680
https://ai.gitcode.com/hf_mirrors/baidu/ERNIE-4.5-VL-424B-A47B-Paddle,baidu/ERNIE-4.5-VL-424B-A47B-Paddle,PaddlePaddle版,6182680
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen3-14B-MLX-4bit,Qwen/Qwen3-14B-MLX-4bit,Qwen3-14B,7041222
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen3-14B-MLX-4bit,Qwen/Qwen3-14B-MLX-4bit,MLX量化,7041222
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen3-14B-MLX-4bit,Qwen/Qwen3-14B-MLX-4bit,131K上下文长度,7041222
https://ai.gitcode.com/hf_mirrors/Intel/dpt-hybrid-midas,Intel/dpt-hybrid-midas,DPT-Hybrid,7215438
https://ai.gitcode.com/hf_mirrors/Intel/dpt-hybrid-midas,Intel/dpt-hybrid-midas,单目深度估计,7215438
https://ai.gitcode.com/hf_mirrors/Intel/dpt-hybrid-midas,Intel/dpt-hybrid-midas,视觉Transformer,7215438
https://ai.gitcode.com/hf_mirrors/Intel/dpt-hybrid-midas,Intel/dpt-hybrid-midas,密集预测Transformer,7215438
https://ai.gitcode.com/hf_mirrors/Intel/dpt-hybrid-midas,Intel/dpt-hybrid-midas,MiDaS-3.0,7215438
https://ai.gitcode.com/hf_mirrors/Intel/dpt-hybrid-midas,Intel/dpt-hybrid-midas,零样本深度估计,7215438
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen3-32B-MLX-6bit,Qwen/Qwen3-32B-MLX-6bit,Qwen3-32B-MLX-6bit,7046276
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen3-32B-MLX-6bit,Qwen/Qwen3-32B-MLX-6bit,智能体功能,7046276
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen3-32B-MLX-6bit,Qwen/Qwen3-32B-MLX-6bit,因果语言模型,7046276
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,Qwen3-235B,7215313
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,Instruct-2507,7215313
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,逻辑推理,7215313
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,代码编写,7215313
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,256K上下文,7215313
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,GGUF格式,7215313
https://ai.gitcode.com/hf_mirrors/Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,opus-mt-fr-en,7215742
https://ai.gitcode.com/hf_mirrors/Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,法英翻译,7215742
https://ai.gitcode.com/hf_mirrors/Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,SentencePiece,7215742
https://ai.gitcode.com/hf_mirrors/Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,OPUS数据集,7215742
https://ai.gitcode.com/hf_mirrors/Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,transformer-align,7215742
https://ai.gitcode.com/hf_mirrors/Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP,7215742
https://ai.gitcode.com/hf_mirrors/Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP/opus-mt-fr-en,JAX,7215742
https://ai.gitcode.com/hf_mirrors/google/owlv2-base-patch16-ensemble,google/owlv2-base-patch16-ensemble,零样本文本条件目标检测,7215997
https://ai.gitcode.com/hf_mirrors/google/owlv2-base-patch16-ensemble,google/owlv2-base-patch16-ensemble,CLIP骨干网络,7215997
https://ai.gitcode.com/hf_mirrors/google/owlv2-base-patch16-ensemble,google/owlv2-base-patch16-ensemble,ViT-B16架构,7215997
https://ai.gitcode.com/hf_mirrors/google/owlv2-base-patch16-ensemble,google/owlv2-base-patch16-ensemble,开放词汇表分类,7215997
https://ai.gitcode.com/hf_mirrors/nvidia/bigvgan_v2_44khz_128band_512x,nvidia/bigvgan_v2_44khz_128band_512x,BigVGAN,7215573
https://ai.gitcode.com/hf_mirrors/nvidia/bigvgan_v2_44khz_128band_512x,nvidia/bigvgan_v2_44khz_128band_512x,神经声码器,7215573
https://ai.gitcode.com/hf_mirrors/nvidia/bigvgan_v2_44khz_128band_512x,nvidia/bigvgan_v2_44khz_128band_512x,44kHz采样率,7215573
https://ai.gitcode.com/hf_mirrors/nvidia/bigvgan_v2_44khz_128band_512x,nvidia/bigvgan_v2_44khz_128band_512x,512倍上采样,7215573
https://ai.gitcode.com/hf_mirrors/nvidia/bigvgan_v2_44khz_128band_512x,nvidia/bigvgan_v2_44khz_128band_512x,CUDA加速推理,7215573
https://ai.gitcode.com/hf_mirrors/nvidia/bigvgan_v2_44khz_128band_512x,nvidia/bigvgan_v2_44khz_128band_512x,Gradio演示,7215573
https://ai.gitcode.com/hf_mirrors/nvidia/bigvgan_v2_44khz_128band_512x,nvidia/bigvgan_v2_44khz_128band_512x,多语言语音合成,7215573
https://ai.gitcode.com/hf_mirrors/Alibaba-NLP/gte-large-en-v1.5,Alibaba-NLP/gte-large-en-v1.5,gte-large-en-v1.5,7215383
https://ai.gitcode.com/hf_mirrors/Alibaba-NLP/gte-large-en-v1.5,Alibaba-NLP/gte-large-en-v1.5,长上下文检索,7215383
https://ai.gitcode.com/hf_mirrors/Alibaba-NLP/gte-large-en-v1.5,Alibaba-NLP/gte-large-en-v1.5,MTEB,7215383
https://ai.gitcode.com/hf_mirrors/Alibaba-NLP/gte-large-en-v1.5,Alibaba-NLP/gte-large-en-v1.5,BERT-RoPE-GLU,7215383
https://ai.gitcode.com/hf_mirrors/Alibaba-NLP/gte-large-en-v1.5,Alibaba-NLP/gte-large-en-v1.5,8192上下文,7215383
https://ai.gitcode.com/hf_mirrors/Alibaba-NLP/gte-large-en-v1.5,Alibaba-NLP/gte-large-en-v1.5,英语嵌入模型,7215383
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4.1V-9B-Thinking,THUDM/GLM-4.1V-9B-Thinking,GLM-4.1V,7215318
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4.1V-9B-Thinking,THUDM/GLM-4.1V-9B-Thinking,思维链推理,7215318
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4.1V-9B-Thinking,THUDM/GLM-4.1V-9B-Thinking,64k上下文,7215318
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4.1V-9B-Thinking,THUDM/GLM-4.1V-9B-Thinking,4K图像支持,7215318
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4.1V-9B-Thinking,THUDM/GLM-4.1V-9B-Thinking,中英双语,7215318
https://ai.gitcode.com/hf_mirrors/Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,ZoeDepth,7215562
https://ai.gitcode.com/hf_mirrors/Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,度估计,7215562
https://ai.gitcode.com/hf_mirrors/Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,零样本深度,7215562
https://ai.gitcode.com/hf_mirrors/Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,DPT框架,7215562
https://ai.gitcode.com/hf_mirrors/Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,绝对深度,7215562
https://ai.gitcode.com/hf_mirrors/Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,NYU-KITTI,7215562
https://ai.gitcode.com/hf_mirrors/Intel/zoedepth-nyu-kitti,Intel/zoedepth-nyu-kitti,arxiv2302.12288,7215562
https://ai.gitcode.com/hf_mirrors/facebook/dinov2-base,facebook/dinov2-base,Vision-Transformer,7215403
https://ai.gitcode.com/hf_mirrors/facebook/dinov2-base,facebook/dinov2-base,下游任务微调,7215403
https://ai.gitcode.com/hf_mirrors/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,laion/CLIP-ViT-H-14-laion2B-s32B-b79K,CLIP-ViT-H-14,7215439
https://ai.gitcode.com/hf_mirrors/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,laion/CLIP-ViT-H-14-laion2B-s32B-b79K,LAION-2B,7215439
https://ai.gitcode.com/hf_mirrors/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,laion/CLIP-ViT-H-14-laion2B-s32B-b79K,OpenCLIP框架,7215439
https://ai.gitcode.com/hf_mirrors/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,laion/CLIP-ViT-H-14-laion2B-s32B-b79K,零样本图像分类,7215439
https://ai.gitcode.com/hf_mirrors/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,laion/CLIP-ViT-H-14-laion2B-s32B-b79K,图文检索,7215439
https://ai.gitcode.com/hf_mirrors/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,laion/CLIP-ViT-H-14-laion2B-s32B-b79K,图像生成引导,7215439
https://ai.gitcode.com/hf_mirrors/Gen-Verse/MMaDA-8B-MixCoT,Gen-Verse/MMaDA-8B-MixCoT,MMaDA-8B-MixCoT,7218074
https://ai.gitcode.com/hf_mirrors/tsmatz/xlm-roberta-ner-japanese,tsmatz/xlm-roberta-ner-japanese,xlm-roberta-ner-japanese,7216342
https://ai.gitcode.com/hf_mirrors/tsmatz/xlm-roberta-ner-japanese,tsmatz/xlm-roberta-ner-japanese,日本語固有表現抽出,7216342
https://ai.gitcode.com/hf_mirrors/tsmatz/xlm-roberta-ner-japanese,tsmatz/xlm-roberta-ner-japanese,Japanese-NER,7216342
https://ai.gitcode.com/hf_mirrors/tsmatz/xlm-roberta-ner-japanese,tsmatz/xlm-roberta-ner-japanese,Stockmark-NER数据集,7216342
https://ai.gitcode.com/hf_mirrors/tsmatz/xlm-roberta-ner-japanese,tsmatz/xlm-roberta-ner-japanese,token-classification-pipeline,7216342
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-cnn-6-6,sshleifer/distilbart-cnn-6-6,distilbart-cnn-6-6,7217898
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-cnn-6-6,sshleifer/distilbart-cnn-6-6,230百万参数,7217898
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-cnn-6-6,sshleifer/distilbart-cnn-6-6,cnndailymail,7217898
https://ai.gitcode.com/hf_mirrors/google/ddpm-celebahq-256,google/ddpm-celebahq-256,DDPM,7220207
https://ai.gitcode.com/hf_mirrors/google/ddpm-celebahq-256,google/ddpm-celebahq-256,无条件图像生成,7220207
https://ai.gitcode.com/hf_mirrors/google/ddpm-celebahq-256,google/ddpm-celebahq-256,DDIM,7220207
https://ai.gitcode.com/hf_mirrors/google/ddpm-celebahq-256,google/ddpm-celebahq-256,PNDM,7220207
https://ai.gitcode.com/hf_mirrors/google/ddpm-celebahq-256,google/ddpm-celebahq-256,256x256图像生成,7220207
https://ai.gitcode.com/hf_mirrors/google/ddpm-celebahq-256,google/ddpm-celebahq-256,扩散概率模型,7220207
https://ai.gitcode.com/hf_mirrors/google/ddpm-celebahq-256,google/ddpm-celebahq-256,去噪分数匹配,7220207
https://ai.gitcode.com/hf_mirrors/Diankun/Spatial-MLLM-subset-sft,Diankun/Spatial-MLLM-subset-sft,Spatial-MLLM,7220267
https://ai.gitcode.com/hf_mirrors/Diankun/Spatial-MLLM-subset-sft,Diankun/Spatial-MLLM-subset-sft,视觉空间智能,7220267
https://ai.gitcode.com/hf_mirrors/Diankun/Spatial-MLLM-subset-sft,Diankun/Spatial-MLLM-subset-sft,Video-Text-to-Text,7220267
https://ai.gitcode.com/hf_mirrors/Diankun/Spatial-MLLM-subset-sft,Diankun/Spatial-MLLM-subset-sft,SFT微调,7220267
https://ai.gitcode.com/hf_mirrors/Diankun/Spatial-MLLM-subset-sft,Diankun/Spatial-MLLM-subset-sft,Subset数据集,7220267
https://ai.gitcode.com/hf_mirrors/Diankun/Spatial-MLLM-subset-sft,Diankun/Spatial-MLLM-subset-sft,空间感知,7220267
https://ai.gitcode.com/hf_mirrors/valhalla/distilbart-mnli-12-1,valhalla/distilbart-mnli-12-1,MNLI零样本分类,7218464
https://ai.gitcode.com/hf_mirrors/valhalla/distilbart-mnli-12-1,valhalla/distilbart-mnli-12-1,无教师蒸馏,7218464
https://ai.gitcode.com/hf_mirrors/valhalla/distilbart-mnli-12-1,valhalla/distilbart-mnli-12-1,12层蒸馏,7218464
https://ai.gitcode.com/hf_mirrors/HiDream-ai/HiDream-E1-1,HiDream-ai/HiDream-E1-1,HiDream-E1,7216775
https://ai.gitcode.com/hf_mirrors/HiDream-ai/HiDream-E1-1,HiDream-ai/HiDream-E1-1,HiDream-E1.1,7216775
https://ai.gitcode.com/hf_mirrors/HiDream-ai/HiDream-E1-1,HiDream-ai/HiDream-E1-1,图像编辑,7216775
https://ai.gitcode.com/hf_mirrors/HiDream-ai/HiDream-E1-1,HiDream-ai/HiDream-E1-1,稀疏扩散Transformer,7216775
https://ai.gitcode.com/hf_mirrors/HiDream-ai/HiDream-E1-1,HiDream-ai/HiDream-E1-1,arxiv2505.22705,7216775
https://ai.gitcode.com/hf_mirrors/HiDream-ai/HiDream-E1-1,HiDream-ai/HiDream-E1-1,HiDream.ai,7216775
https://ai.gitcode.com/hf_mirrors/CIDAS/clipseg-rd64-refined,CIDAS/clipseg-rd64-refined,CIDASclipseg-rd64-refined,7220345
https://ai.gitcode.com/hf_mirrors/CIDAS/clipseg-rd64-refined,CIDAS/clipseg-rd64-refined,CLIPSeg,7220345
https://ai.gitcode.com/hf_mirrors/CIDAS/clipseg-rd64-refined,CIDAS/clipseg-rd64-refined,降维64,7220345
https://ai.gitcode.com/hf_mirrors/CIDAS/clipseg-rd64-refined,CIDAS/clipseg-rd64-refined,零样本图像分割,7220345
https://ai.gitcode.com/hf_mirrors/CIDAS/clipseg-rd64-refined,CIDAS/clipseg-rd64-refined,单样本图像分割,7220345
https://ai.gitcode.com/hf_mirrors/CIDAS/clipseg-rd64-refined,CIDAS/clipseg-rd64-refined,复杂卷积优化,7220345
https://ai.gitcode.com/hf_mirrors/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,wav2vec2-large-xlsr-53-japanese,7217239
https://ai.gitcode.com/hf_mirrors/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,日语语音识别,7217239
https://ai.gitcode.com/hf_mirrors/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,XLSR微调,7217239
https://ai.gitcode.com/hf_mirrors/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,Common-Voice日语,7217239
https://ai.gitcode.com/hf_mirrors/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,HuggingSound,7217239
https://ai.gitcode.com/hf_mirrors/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,JSUT语音数据集,7217239
https://ai.gitcode.com/hf_mirrors/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman/wav2vec2-large-xlsr-53-japanese,CSS10日语,7217239
https://ai.gitcode.com/hf_mirrors/dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz/bert-large-cased-finetuned-conll03-english,BERT-large,7216874
https://ai.gitcode.com/hf_mirrors/dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz/bert-large-cased-finetuned-conll03-english,CoNLL-03,7216874
https://ai.gitcode.com/hf_mirrors/dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz/bert-large-cased-finetuned-conll03-english,英文实体识别,7216874
https://ai.gitcode.com/hf_mirrors/dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz/bert-large-cased-finetuned-conll03-english,Cased模型,7216874
https://ai.gitcode.com/hf_mirrors/dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz/bert-large-cased-finetuned-conll03-english,TensorFlow部署,7216874
https://ai.gitcode.com/hf_mirrors/dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz/bert-large-cased-finetuned-conll03-english,340M参数,7216874
https://ai.gitcode.com/hf_mirrors/QuantStack/FLUX.1-Kontext-dev-GGUF,QuantStack/FLUX.1-Kontext-dev-GGUF,FLUX-Kontext,7217390
https://ai.gitcode.com/hf_mirrors/QuantStack/FLUX.1-Kontext-dev-GGUF,QuantStack/FLUX.1-Kontext-dev-GGUF,图像到图像,7217390
https://ai.gitcode.com/hf_mirrors/QuantStack/FLUX.1-Kontext-dev-GGUF,QuantStack/FLUX.1-Kontext-dev-GGUF,FLUX量化版,7217390
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.1_14B_VACE-GGUF,QuantStack/Wan2.1_14B_VACE-GGUF,Wan2.114BVACE-GGUF,7217266
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.1_14B_VACE-GGUF,QuantStack/Wan2.1_14B_VACE-GGUF,ComfyUI-GGUF,7217266
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.1_14B_VACE-GGUF,QuantStack/Wan2.1_14B_VACE-GGUF,Q80量化,7217266
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.1_14B_VACE-GGUF,QuantStack/Wan2.1_14B_VACE-GGUF,Text-to-Video,7217266
https://ai.gitcode.com/hf_mirrors/mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,Wolf-Rayet-2B-Prime3,7217935
https://ai.gitcode.com/hf_mirrors/mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,i1-IQ1,7217935
https://ai.gitcode.com/hf_mirrors/mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,i1-IQ2,7217935
https://ai.gitcode.com/hf_mirrors/mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,i1-IQ3,7217935
https://ai.gitcode.com/hf_mirrors/mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,i1-IQ4,7217935
https://ai.gitcode.com/hf_mirrors/mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,mradermacher/Wolf-Rayet-2B-Prime3-i1-GGUF,加权矩阵量化,7217935
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KAT-V1-40B,Kwaipilot/KAT-V1-40B,KAT,7217054
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KAT-V1-40B,Kwaipilot/KAT-V1-40B,Kwaipilot-AutoThink,7217054
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KAT-V1-40B,Kwaipilot/KAT-V1-40B,40B参数,7217054
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KAT-V1-40B,Kwaipilot/KAT-V1-40B,思维链开关,7217054
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KAT-V1-40B,Kwaipilot/KAT-V1-40B,Step-SRPO,7217054
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KAT-V1-40B,Kwaipilot/KAT-V1-40B,Think-on查询,7217054
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KAT-V1-40B,Kwaipilot/KAT-V1-40B,LiveCodeBench-Pro,7217054
https://ai.gitcode.com/hf_mirrors/mradermacher/Qwen2-Audio-7B-Instruct-GGUF,mradermacher/Qwen2-Audio-7B-Instruct-GGUF,Qwen2-Audio-7B-Instruct,7220789
https://ai.gitcode.com/hf_mirrors/mradermacher/Qwen2-Audio-7B-Instruct-GGUF,mradermacher/Qwen2-Audio-7B-Instruct-GGUF,audio-text-to-text,7220789
https://ai.gitcode.com/hf_mirrors/mradermacher/Qwen2-Audio-7B-Instruct-GGUF,mradermacher/Qwen2-Audio-7B-Instruct-GGUF,Q4KM,7220789
https://ai.gitcode.com/hf_mirrors/mradermacher/Qwen2-Audio-7B-Instruct-GGUF,mradermacher/Qwen2-Audio-7B-Instruct-GGUF,Q80,7220789
https://ai.gitcode.com/hf_mirrors/mradermacher/Qwen2-Audio-7B-Instruct-GGUF,mradermacher/Qwen2-Audio-7B-Instruct-GGUF,mmproj-Q80,7220789
https://ai.gitcode.com/hf_mirrors/mradermacher/Qwen2-Audio-7B-Instruct-GGUF,mradermacher/Qwen2-Audio-7B-Instruct-GGUF,音频对话模型,7220789
https://ai.gitcode.com/hf_mirrors/facebook/musicgen-medium,facebook/musicgen-medium,文本到音乐,7216838
https://ai.gitcode.com/hf_mirrors/facebook/musicgen-medium,facebook/musicgen-medium,单阶段自回归,7216838
https://ai.gitcode.com/hf_mirrors/facebook/musicgen-medium,facebook/musicgen-medium,并行预测,7216838
https://ai.gitcode.com/hf_mirrors/facebook/musicgen-medium,facebook/musicgen-medium,4码本,7216838
https://ai.gitcode.com/hf_mirrors/pysentimiento/robertuito-sentiment-analysis,pysentimiento/robertuito-sentiment-analysis,robertuito-sentiment-analysis,7216577
https://ai.gitcode.com/hf_mirrors/pysentimiento/robertuito-sentiment-analysis,pysentimiento/robertuito-sentiment-analysis,西班牙语情感分析,7216577
https://ai.gitcode.com/hf_mirrors/pysentimiento/robertuito-sentiment-analysis,pysentimiento/robertuito-sentiment-analysis,RoBERTuito,7216577
https://ai.gitcode.com/hf_mirrors/pysentimiento/robertuito-sentiment-analysis,pysentimiento/robertuito-sentiment-analysis,POS-NEG-NEU,7216577
https://ai.gitcode.com/hf_mirrors/pysentimiento/robertuito-sentiment-analysis,pysentimiento/robertuito-sentiment-analysis,pysentimiento工具包,7216577
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,Veena,7217508
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,印地语TTS,7217508
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,语码混合TTS,7217508
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,SNAC音频,7217508
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,自回归TTS,7217508
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,4音色TTS,7217508
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,低延迟TTS,7217508
https://ai.gitcode.com/hf_mirrors/maya-research/Veena,maya-research/Veena,4比特量化TTS,7217508
https://ai.gitcode.com/hf_mirrors/vidore/colpali-v1.2,vidore/colpali-v1.2,ColPali,7217562
https://ai.gitcode.com/hf_mirrors/vidore/colpali-v1.2,vidore/colpali-v1.2,视觉检索,7217562
https://ai.gitcode.com/hf_mirrors/vidore/colpali-v1.2,vidore/colpali-v1.2,BiSigLIP,7217562
https://ai.gitcode.com/hf_mirrors/vidore/colpali-v1.2,vidore/colpali-v1.2,BiPali,7217562
https://ai.gitcode.com/hf_mirrors/vidore/colpali-v1.2,vidore/colpali-v1.2,右填充查询,7217562
https://ai.gitcode.com/hf_mirrors/vidore/colpali-v1.2,vidore/colpali-v1.2,colpali-engine,7217562
https://ai.gitcode.com/hf_mirrors/mradermacher/Orsta-7B-i1-GGUF,mradermacher/Orsta-7B-i1-GGUF,Orsta-7B,7218490
https://ai.gitcode.com/hf_mirrors/mradermacher/Orsta-7B-i1-GGUF,mradermacher/Orsta-7B-i1-GGUF,视觉模型,7218490
https://ai.gitcode.com/hf_mirrors/mradermacher/Orsta-7B-i1-GGUF,mradermacher/Orsta-7B-i1-GGUF,VLM,7218490
https://ai.gitcode.com/hf_mirrors/mradermacher/Orsta-7B-i1-GGUF,mradermacher/Orsta-7B-i1-GGUF,IQ1S,7218490
https://ai.gitcode.com/hf_mirrors/mradermacher/SEOcrate-4B_grpo_new_01-i1-GGUF,mradermacher/SEOcrate-4B_grpo_new_01-i1-GGUF,SEOcrate-4B,7217594
https://ai.gitcode.com/hf_mirrors/mradermacher/SEOcrate-4B_grpo_new_01-i1-GGUF,mradermacher/SEOcrate-4B_grpo_new_01-i1-GGUF,SEO写作,7217594
